division,isco_08_code,isco_08_title,occupation_code,occupation_name,occupation_description,qualification_pack_reference,nswf_level
7,7231,Motor Vehicle Mechanics and Fitters,c_7231.0201,Test Technician,"Test Technician is responsible for conducting various types of tests inside the laboratory as well as supporting on road testing. The role holder is responsible for setting the test apparatus on the test bench, connecting the aggregates/vehicle under test to the test bench, support the engineer in taking readings during tests procedures, making minor modifications to the test setup and keeping the test areas and apparatus in a clean and working condition.",ASC/Q/8401,4
7,7231,Motor Vehicle Mechanics and Fitters,c_7231.0300,Tractor Mechanic,"Tractor Mechanic repairs and overhauls tractors by various mechanical processes for agriculture, constructional and other heavy duties. Examines and drives vehicle on road or runs engine in stationary position to diagnose troubles and defects. Dismantles part or complete engine or unit according to nature of defects. Repairs or replaces defective parts, reassembles them with prescribed settings, clearances, timings and adjustments by further tooling as necessary and ensures accuracy of fit. Installs assembled or repaired engine securely in position on vehicle chassis and connects oil and fuel lines, controls and other accessories. Starts engine and observes performance for any unusual noise and knocks. Adjusts carburettor, fuel pump (Carburettor for petrol engine and fuel pump for diesel engine), sets clearance between tappets and valves, tunes engine, adjusts brakes, makes electrical connections and performs other tasks to ensure stipulated performance. May repair and overhaul electric motors, fuel pump, carburettor etc. of engine. May weld, braze or solder parts. May repair other agricultural machinery for ploughing, levelling, harvesting etc. and be designated as MECHANIC, AGRICULTURAL MACHINES.",NA,NA
7,7231,Motor Vehicle Mechanics and Fitters,c_7231.0400,Fitter Automobile,"Fitter, Automobile attends to minor repairs to motor vehicles under guidance of Mechanic Automobile. Receives instructions from Mechanic, Automobile about tasks to attend. Jacks up vehicle to required height for repair in convenient position where necessary. Removes nuts and bolts to dismantle parts such as water pump assembly, fuel pumps assembly, distributor, carburettor, sparking plugs, starter motors, generator, steering gear, brakes, clutch, transmission and suspension systems, etc. Grinds valve and decarbonises cylinder head under guidance of mechanic and changes oil of engines and transmission system. Tightens loose parts, lubricates joints, does minor repairs, replacements and adjustments and performs simple fitting operations such as filing, chipping, grinding etc. May work in workshops or garage. May drive vehicle on road. May be designated as SERVICE MECHANIC if engaged in
 cleaning, polishing, oiling and greasing
 vehicles and do minor routine
 adjustments as included in servicing",NA,NA
7,7231,Motor Vehicle Mechanics and Fitters,c_7231.0401,Mechanic Fitter,"Mechanic/Fitter is responsible for repair, maintenance and overhaul of crushers, heavy earth moving machinery, medium and light vehicles, pumps and compressors and other mechanical equipment and assemblies used in a mine. A fitter most often works with/assists technicians who are more qualified and experienced. The individual must be trained to work safely and assure that they can protect themselves and others working around them from getting injured",MIN/Q0406,3
7,7231,Motor Vehicle Mechanics and Fitters,c_7231.0500,"Mechanic, Motor Cycle","Mechanic, Motor Cycle repairs, services and overhauls motor cycles, autorickshaws, scooters; etc., to make and keep them roadworthy. Examines motor cycle or scooter to locate faults by running engine in stationary position or by driving it on road. Dismantles parts such as engine, ignition system, dynamo forks, shock absorbers, gear box etc., as necessary. Grinds valves, sets timings, relines brakes, re-bushes steering mechanism, replaces worn out parts, assembles gear box clutch etc. and performs other tasks to effect repair, cleans and sets carburettor, fits driving chain, wheels silencer, kick, gear, clutch and brake levers and other accessories. Adjusts control cables for brake, clutch and accelerator, sets tappets and wheel alignment, tightens loose parts and makes necessary fittings and connections. Changes engine and gear box oil, starts engine and tunes it up. Tests performance of vehicle by driving on road and makes further adjustments to remove defects noticed if any. May assemble motor cycle or auto-rickshaws from assembled parts",NA,NA
7,7231,Motor Vehicle Mechanics and Fitters,c_7231.0501,Auto Service Technician (Two and Three Wheelers),Auto Service Technician (two and three wheelers) is responsible for the repairing and routine servicing and maintenance (including electrical and mechanical aggregates) of two/three wheeler vehicles.,ASC/Q1411,4
7,7231,Motor Vehicle Mechanics and Fitters,c_7231.0900,Cleaner Motor Vehicle,"Cleaner, Motor Vehicle cleans and lubricates moving parts of motor cars, trucks and other automatic vehicles and performs various other related tasks. Fills oil cans, grease guns with required type of lubricant. Lubricates vehicles according to charts, instructions, own judgement or knowledge of type of vehicle to be lubricated. Injects oil or grease into various parts of engine or chassis. Inspects transmission, differential and rear axle casing and fills them with grease and oil. Cleans or replaces clogged or damaged lubricators. Examines oil levels in gear box, crankcase, steering box etc., and drains out old oil and refills them with good oil as required. Reports apparent defects to Mechanic. May fill radiator with water/coolant, check and fill distilled water in battery, tighten loose parts such as bolts and nuts, repair flat types, mount tyres on wheel rims, inflate tyres and perform other related duties as assigned.",NA,NA
7,7231,Motor Vehicle Mechanics and Fitters,c_7231.9900,"Motor Vehicle Mechanics, Other","Motor Vehicle Mechanics, other perform number of routine and low skilled tasks in repairing and overhauling motor vehicles such as removing mudguards, bonnets etc. to facilitate working, adjusting alternator and fan belt, assist in bleeding of brakes, draining gear box and oil pump, removing and resetting road spring, etc., and are designated as Motor Mechanic Helper, or Garage Boy according to nature of work done.",NA,NA
7,7232,Aircraft Engine Mechanics and Repairers,c_7232.0100,Airframe Erector,"Airframe Erector assembles fuselage, tail, wings, under carriage, fuel tanks, doors etc. and installs plumbing pulley, pulley brackets and other airframe structural members according to approved schedules. Studies blue print and approved assembly schedules. Assembles airframe components, by supplementary tooling where necessary using jigs, fixtures and other devices. Ensures correct fits, assembly, alignment and clearance according to schedule, using feeler gauges, micrometre etc. Secures members temporarily with fasteners, screws or by tack welding and marks locations for rivet holes. Drills and countersinks holes in members for subsequent riveting, checks operation of pneumatic and hydraulic systems, locates defects and rectifies faults. Tests rigging and satisfactory operation of aircraft control and ensures airworthiness. Is designated as MECHANIC
 AIRCRAFT AIRFRAME OVERHAULING if
 engaged in disassembling above parts and
 reassembling them after necessary
 repairs. May rivet parts together. May
 replace, repair and modify passenger
 galley and toilet structural parts. May
 maintain record of parts examined",NA,NA
7,7232,Aircraft Engine Mechanics and Repairers,c_7232.0200,"Mechanic Aircraft, Propeller","Mechanic Aircraft Propeller installs, repairs and sets aircraft propellers according to design for specified displacement of air. Checks propeller used on aircraft and ensures recommended combinations, mandatory modifications and compliance with Directorate General of Civil Aviation's requirements. Strips or dismantles propeller assembly, gets them properly cleaned and checks them for size, shape, wear and tear, cracks and fatigue using precision instruments and other devices according to set procedure. Assembles propeller with spares, where necessary, according to instructions and approved schedules. Checks fits, clearance, alignment of propeller blades etc. and carries out balancing of components of propeller assembly. Gets balancing done checked and approved by appropriate authority and installs propeller assembly on test rig to administer tests and functional checks such as blade angle, leak check, micro switch setting etc. as prescribed. May do complete over-hauling of constant speed units and get parts repaired or rectified in appropriate sections",NA,NA
7,7232,Aircraft Engine Mechanics and Repairers,c_7232.0300,"Engine Tester, Aircraft","Engine Tester, Aircraft tests performance of aeroplane engines by operating them under controlled conditions, keeping record of various meter readings taken at periodical intervals and interpreting data thus obtained. Prepares engine for tests run. Dresses and installs engine on tests bed, using chain hoist and fastens it securely to bed with clamps and other fixtures. Connects oil and fuel lines, instruments, controls, and accessories. Connects propeller or dynamometer to crankshaft pre oils, primes starts engine according to test run procedure. Runs it for prescribed period at different specified speeds, locates defects and rectifies them. Reads and records speed, temperature, fuel level, oil pressure, manifold pressure and other data in log sheet. Calculates performance of engine at different speeds using slide rule, standard formula and curves and maintains data. Makes minor repairs or adjustments to set engine to required perfection. Maintains test house equipment and calibrates tests fans. Slushes engine and preserves for storage.",NA,NA
7,7232,Aircraft Engine Mechanics and Repairers,c_7232.0400,"Engine Tester, Helper, Aircraft","Engine Tester Helper, Aircraft assists Engine Tester in preparing and mounting aircraft engine on test bed, and in starting engine for performance test. Assists
 Engine Tester in removing engine to test
 room and mounting it on test bed, using
 hand tools, trucks, and hoists, connects oil
 and fuel line, instruments, controls and
 accessories. Cleans tools, performs other
 duties as directed and maintains test bed.
 May assist in rectifying defects, making
 adjustments and recording various test
 data",NA,NA
7,7232,Aircraft Engine Mechanics and Repairers,c_7232.0500,"Mechanic Aircraft Engine, Field Service/Filed Mechanic Aircraft","Mechanic Aircraft Engine, FieldService, checks and detects faults, removes defective parts, engines etc. from aeroplane by disconnecting wiring and accessories, installs new or repaired engines and parts and does final adjustments to prepare plane for test flights. Inspects and checks engine to locate defects. Disassembles engine and accessories such as carburettor, fuel pump starters generators, ignition hammers, sparking plugs and other hydraulic and electrical systems. Removes engine for overhauling by disconnecting tubing, wiring and accessories, embolting engine and lifting it from plane with chain hoist. Replaces or repairs defective or worn out parts and makes necessary accessories and makes final inspection to ensure they are in scheduled and prepares plane for test flight. May assist Aircraft Maintenance Engineer in carrying out routine maintenance as preapproved inspection schedule. Aircraft test engine performance after aircraft had been repaired in shed and does final settings and adjustments before and after scheduled hours of flight. Examines external appearance of engine and listens to engine sound to detect malfunctioning. Times and adjusts engine and replaces parts, such as tyres, wiring, instruments etc. using necessary tools. Inflates tyres, fills gasoline tanks and oil reservoirs, greases moving parts and cleans motors with rags. Starts and warms up motors and taxis aeroplane into position for servicing and loading, checks aeroplane thoroughly before flight according to schedule, trying brakes, operating controls, reading instruments, checking vital parts etc. And ensures that it is absolutely fit for flight. Undertakes similar checking of aeroplanes after scheduled hours of flight to assess airworthiness or necessary repairs. May disconnect and remove engine from aeroplane for overhaul. Proper operating order. Performs miscellaneous duties to service engine such as flushing crankcase, clearing strainer screens and greasing moving parts etc. Installs new or overhauled engine in airplane, connects all part and wiring, checks and removes snags",NA,NA
7,7232,Aircraft Engine Mechanics and Repairers,c_7232.0600,"Mechanic Aircraft, Engine Overhauling","Mechanic Aircraft, Engine Overhauling repairs and overhauls aeroplane engines. Examines engine mounted on aeroplane and listens to its idle running sound to detect malfunctioning. Removes engine from airplane using hoist, necessary tools and equipment. Mounts it on work bench. Disassembles engine, cleans parts and examines them to ascertain repairs needed. Repairs or replaces defective
 parts and reassembles engine by setting
 timings, clearance, etc. according to
 manufacturers' specifications. Balances
 impellers and incorporates modifications
 as suggested. Runs engine to test
 performance, makes necessary
 adjustments to carburettor, and tunes it
 up precisely using feeler gauge, timing
 discs and other special tool, performs
 other talks to service engine, such as
 flushing crank case, cleaning strainer
 screens, greasing moving parts etc. May
 specialize in servicing and overhauling
 specific aircraft parts or unit such as
 carburettor, propellers, landing gears,
 wings, fuselage, etc. May operate
 workshop machine for drilling, grinding,
 milling etc. May keep record of parts
 examined, repaired and replaced",NA,NA
7,7232,Aircraft Engine Mechanics and Repairers,c_7232.9900,"Aircraft Mechanics, Other","Aircraft Mechanics, other include all other workers engaged in assembling and repairing gliders and aircrafts either in workshop or airport, not elsewhere classified.",NA,NA
7,7233,Agricultural and Industrial Machinery Mechanics and Repairers,c_7233.0100,"Fitter, General","Fitter General sizes metal parts to close tolerances and fits and assembles them using hand tools for production or repairs of machines, or other metal products. Studies drawings to understand specification of different parts, fittings or assembles to be made and their functions. Cuts and shapes required parts dimensions and specifications by processes of sawing, clipping, filing, grinding, drilling holes, screw cutting, scrapping etc., Assembles parts by riveting, screwing, pinning etc. So as to make complete unit according to drawing. Dismantles or removes worn out, broken or defective parts using hand tools and replaces them by repaired or new ones. Tests completed article to ensure correct performance. May do simple turning, planning and shaping of parts on machines and perform welding, brazing, annealing, hardening, tempering and, like operations. May specialize in particular type of machine or product and be designated accordingly. May suggest alterations",NA,NA
7,7233,Agricultural and Industrial Machinery Mechanics and Repairers,c_7233.0101,Maintenance Fitter-Mechanical,"Maintenance Fitter-Mechanical dismantles, removes and replaces faulty equipment at component or unit level on a variety of different types of mechanical assemblies and sub-assemblies and diagnosing, locating faults, overhauling, fitting and adjusting mechanical systems and equipment",CSC/Q0213,4
7,7233,Agricultural and Industrial Machinery Mechanics and Repairers,c_7233.0102,Iron and Steel-Machinist,Iron and Steel-Machinist identifies the sequence of machining operations required to fabricate product component required to fabricate product components by studying their designs/sample parts and fabricating the components using the appropriate tools and dies,ISC/Q0802,3
7,7233,Agricultural and Industrial Machinery Mechanics and Repairers,c_7233.0121,"Fitter Levelling, Alignment and Balancing","Fitter Levelling, Alignment and Balancing ensures alignment of moving parts (e.g. Pumps, blowers, fans etc.).",ISC/Q0814,3
7,7233,Agricultural and Industrial Machinery Mechanics and Repairers,c_7233.0200,"Fitter, Bench","Fitter, Bench; Viceman sizes metal accurately to required dimension by sawing, chipping, filing, etc. using hand tools for making specimens or finished components. Studies drawing or measures sample to record dimensions of part to be made. Holds specified material in vice and sizes it by processes of sawing, chipping and filing. Measures object while working using foot rule, callipers, gauges etc. and checks for correct filing with square. Gets half-finished objects marked or marks it using face plate, marking block scriber, Vernier, height gauges, vice-blocks, angle plate, sine plate, slip gauges, combination set, etc. depending on accuracies required, to indicate guide lines for finished sizes, holes to be drilled and pitch centres, threads to be cut and other working details as specified in drawing or sample. Clamps object securely in correct position in vice and files it to required dimensions according to punch marks and Fitter, Bench; Viceman sizes metal
 accurately to required dimension by
 sawing, chipping, filing, etc. using hand
 tools for making specimens or finished
 components. Studies drawing or measures
 sample to record dimensions of part to be
 made. Holds specified material in vice and
 sizes it by processes of sawing, chipping
 and filing. Measures object while working
 using foot rule, callipers, gauges etc. and
 checks for correct filing with square. Gets
 half-finished objects marked or marks it
 using face plate, marking block scriber,
 Vernier, height gauges, vice-blocks, angle
 plate, sine plate, slip gauges, combination
 set, etc. depending on accuracies
 required, to indicate guide lines for
 finished sizes, holes to be drilled and pitch
 centres, threads to be cut and other
 working details as specified in drawing or
 sample. Clamps object securely in correct
 position in vice and files it to required
 dimensions according to punch marks and",NA,NA
7,7233,Agricultural and Industrial Machinery Mechanics and Repairers,c_7233.0300,"Mechanic, Petrol Engine","Mechanic, Petrol Engine; Petrol Engine Fitter, locates defects, repairs, and overhauls stationary petrol engines for correct performance to drive pumps, generators, propulsion shafts, etc., checks engine to locate defects. Dismantles or partly dismantles it according to nature of defects and measures essential parts such as cylinder bore, crank pins, pistons etc., using cylinder gauge, micrometre and other appropriate tools. Gets cylinders rebored, valve seats refaced and liners filled if necessary. Fits and taps pistons in cylinders, decarbonises cylinder head and grinds valves using appropriate abrasives. Replaces or repairs worn out or damaged parts and assembles them, doing supplementary tolling as necessary to ensure accuracy of fit. Installs assembled or repaired engine in position, sets timings, fits accessories, adjusts tappets, carburettor, fan belt etc. and connects it to propulsion drive. Starts engine, tunes it precisely and runs it at prescribed or set standard making necessary adjustments. Observes different readings such as temperature, fuel level, oil pressure etc. for optimum performance. Checks, adjusts and lubricates equipment periodically and performs other operations to keep engine in good working order. May rebore engine, reface valve seats, anneal pipes, braze or solder parts etc",NA,NA
7,7233,Agricultural and Industrial Machinery Mechanics and Repairers,c_7233.0301,Bearing Maintenance,"Bearing Maintenance, identify the
 problems in the equipment, rectify the
 root causes for leakages, replaces the
 bearings, lubricates the bearings, ensures
 fitness of all types of bearings in the plant
 and carry out routine maintenance",ISC/Q0816,3
7,7233,Agricultural and Industrial Machinery Mechanics and Repairers,c_7233.0400,"Mechanic, Diesel Engine","Mechanic, Diesel Engine; Oil Engine Fitter repairs services and overhauls diesel or oil engines for efficient performance as prime mover to drive machinery and equipment. Examines engine to locate defects, using various tools and instruments. Dismantles or partly dismantles it to remove damaged or worn out parts and replaces or repairs them. Grinds valve and assembles parts, doing supplementary tooling and other functions as necessary to ensure accuracy of fit. Installs assembled or repaired engine in position and connects pulley or wheel to propulsion system. Starts engine, tunes it up and observes performance noting different meter readings such as temperature, fuel level, oil pressure, etc. and sets it to specified standard for optimum performance. Checks, adjusts and lubricates engine periodically and performs such other functions to keep engine in good working order. May solder or braze parts and service diesel fuel pumps and injectors",NA,NA
7,7233,Agricultural and Industrial Machinery Mechanics and Repairers,c_7233.0401,Belt Conveyor Maintenance,"Belt Conveyor Maintenance maintains conveyor system including belts, idlers motors, interlocking belts, bunkers and control systems",ISC/Q0812,3
7,7233,Agricultural and Industrial Machinery Mechanics and Repairers,c_7233.0402,Conveyor Operation and Maintenance,"Conveyor Operation and Maintenance inspects the total belt driving system including the controls of conveyer belt as per the required sequence for feeding different raw materials (coal, limestone, iron ore etc.) in the service bunker through crushers/screener etc. This also involves basic maintenance and troubleshooting of the conveyer belt system",ISC/Q0008,3
7,7233,Agricultural and Industrial Machinery Mechanics and Repairers,c_7233.0600,"Mechanic, Gas/Diesel Engine","Mechanic, Gas Engine checks, adjusts, repairs and overhauls gas engines to ensure desired performance. Examines engine to check supply of gas, ignition system, exhaust pipe, crank bearings etc., to locate causes of defective operation. Dismantles part or complete engine according to nature of defects, repairs or replaces defective and worn out parts and reassembles engine with prescribed settings, timing and adjustments by further tooling as necessary, checks entire lubrication system, ensure requisite flow of oil and lubricates all points. Turns
 engine to check compressions, ensures
 correct operation of compression release
 lever and starts engine. Observes
 performance and makes further settings
 and adjustments if necessary to ensure
 correct operation. May repair air or gas
 compressors and gas producer plant.",NA,NA
7,7233,Agricultural and Industrial Machinery Mechanics and Repairers,c_7233.0700,"Mechanic, Earth Moving Machinery","Mechanic, Earth Moving Machinery repairs, services and overhauls earth moving machines such as Bull-dozers, scraper, dumpier, power-shovel, dredger, dragline, etc., studies manufacturer’s instructions for dismantling and repair work. Examines and drives vehicle to locate defects. Sets right minor defects by cleaning, resetting and adjusting carburettor, fuel pump, injector, plugs, fuel line, electrical circuits etc. Dismantles part or complete engine or defective unit according to nature of defects and replaces or repairs damaged and worn out parts. Assembles repaired unit or engine, sets timings, clearances etc. and makes necessary adjustments according to specifications by doing supplementary tooling as necessary to ensure accuracy of it. Fits accessories, components and frame to vehicle.",ISC/Q0815,NA
7,7233,Agricultural and Industrial Machinery Mechanics and Repairers,c_7233.0701,Mobile Equipment Maintenance,"Mobile Equipment Maintenance carries routine maintenance, identifying the problems, rectifying the root causes and ensuring the fitness of all moving equipment, for e.g. Mobile Cranes, Dumper, Forklift etc",NA,NA
7,7233,Agricultural and Industrial Machinery Mechanics and Repairers,c_7233.0800,"Mechanic, Road Roller","Mechanic, Road-Roller repairs and overhauls engine transmission system, chassis components and accessories of light or heavy road roller to ensure efficient performance. Inspects and tests road rollers to locate defects. Dismantles engine and other sub-assemblies, partly or completely according to nature of defects. Repairs or replaces damaged parts of different sub-assemblies fuel injections performing simple machine and fitting operations where required. Checks condition of engine parts such as piston, rings, valves, steam whistle, reversing gear, auto-positive injector in steam engine or plunger, governor, atomiser etc. in case of diesel engine and replaces damaged parts. Refits or assembles components or unit, sets timings, fuel injection, clearances etc. and tests performance. Changes oil in engines and transmission systems and lubricates
 running parts and joints. Tightens loose
 parts, makes necessary adjustments and
 performs other tasks to keep vehicle in
 good working condition. Runs engine or
 drives vehicle on yard to check and ensure
 that all mechanical systems are
 functioning properly. May braze, solder
 and weld parts. May drives vehicle on
 road. May specialize in diesel or steam
 road rollers",NA,NA
7,7233,Agricultural and Industrial Machinery Mechanics and Repairers,c_7233.0900,"Mechanic, Turbine","Mechanic, Turbine; Fitter, Turbine reports irregularities, removes defects and overhauls turbines under guidance of Electrical Engineer or Mechanical Engineer Maintenance Dismantles turbines and their components according to manufacturer's instructions using hoisting equipment under guidance of Electrical/Mechanical Engineer, examines parts for any damaged or defects and repairs or replaces damage parts by filing, chipping, drilling, grinding, scraping etc., as necessary. Checks level, alignment etc. and changes bearings, shafts and related parts of generator where necessary. Refits parts ensuring correct adjustments, clearance, function level alignment, etc., as per manufacturer’s instructions. Starts turbine and observes performance by watching and listening to unusual sounds, leakage, knocks etc. and reports defects to superiors for rectification. May connect water/steam channel from penstock/steam pine to turbine for flow of water/stream at high pressure to drive turbine blades. May operate turbine. May repair and service mechanical equipment in power house. May oil and grease lubricating points of plant (turbo alternator or turbo-generator) and equipment. May erect turbine alternators or generators under guidance of Mechanical or Electrical Engineer in power houses",NA,NA
7,7233,Agricultural and Industrial Machinery Mechanics and Repairers,c_7233.1000,"Mechanic, Stationery Steam Engine","Mechanic, Stationary Steam Engine repairs, services and overhauls steam engine for correct performance. Examines steam pipes, joints, valves etc. to ascertain nature and location of defects and dismantles them partly or wholly as necessary to remove damaged or worn out parts. Replaces or repairs damaged and worn part by remitting, filling, grinding and scraping etc. and measures them for size to ensure functional accuracy. Checks alignments with gauges and spirit level and assembles parts and complete unit doing supplementary tooling as necessary to ensure accuracy of fit. Tests reassembled equipment, sets valves, adjusts control and makes necessary adjustments. Starts engine, observes gauges and meters to ascertain engine performance, balances etc. and makes further adjustments if necessary. Checks, adjusts lubricates working parts, tightens loose parts and performs other servicing tasks periodically to keep engine in good running condition. Reports to Mechanical Engineer of any service defects noticed for rectification. May keep record of parts examined and engine
 performance. May erect and install
 equipment. May operate or drive steam
 engine",NA,NA
7,7233,Agricultural and Industrial Machinery Mechanics and Repairers,c_7233.1100,"Mechanic, Maintenance, Chemical Plant/Technician, Maintenance, Chemical Plant","Mechanic Maintenance (Chemical Plant); repairs and overhauls chemical plant, machinery and equipment periodically and on break downs to maintain them in efficient operating condition. Studies methods of processing of raw material to finished products. Examines plant and equipment to locate faults and removes minor defects on spot. Reports major defects and break downs to Chemical Engineer and dismantles defective unit as directed with necessary precaution, using hand tools, adopter, twists etc. as necessary. Replaces or repairs defective parts and components by re-metalling, filling, drilling, grinding, scraping, soldering, brazing, etc. as required and reassembles unit according to specifications with prescribed precautions particularly for explosive, gas acid and other chemical plants, ensuring correct alignment clearance, valve operations, adjustments, flow of material operational functions and other necessary details. Tests assembled unit for proper performance, makes further adjustments, if necessary and gets assembled if examined by appropriate authority before handing over to production. Checks, adjusts and lubricates equipment periodically or gets it done and performs other tasks to maintain plan in proper working order. May maintain records of parts examined, repairs done, replacements made and plant performance. May erect and install equipment under the guidance of Chemical Engineer",NA,NA
7,7233,Agricultural and Industrial Machinery Mechanics and Repairers,c_7233.1200,Millwright,"Mill Wright; Mechanic Maintenance, General repairs and overhauls workshop machines and equipment periodically and on break downs to maintain them in working condition. Examines machines and equipment to ascertain nature and location of defects. Dismantles unit partly or completely using hand tools, adopters, twists, dollies, roller etc., as necessary, at spot or after shifting to mill wright section according to nature of defects and removes damaged and worn out parts. Obtains replacements or repairs defective parts by re-metalling, chipping, machining, filing, scraping, drilling, screwing, grinding etc. and assembles them with supplementary tolling as necessary ensuring accuracy of fit, alignments, prescribed clearances and functional efficiency. Tests reassembled equipment and makes necessary adjustments. Installs machines and equipment in correct position and aligns power shifting and pulleys using plumbs bobs, thread line spirit level etc. as necessary. Checks, adjusts and lubricates equipment periodically or directs helper to do so and maintains them in working order. May work in various industries on plant and
 equipment peculiar to those industries.
 May specialize in repairing particular
 types of machines or equipment in
 premises.",NA,NA
7,7233,Agricultural and Industrial Machinery Mechanics and Repairers,c_7233.1300,"Mechanic, Pump","Mechanic Pump repairs all types of pumps such as centrifugal, plunger types etc., according to specifications for pumping water, oil, air etc., Dismantles pump using hand tools and examines mechanism to locate faults or damage, Repairs defective parts or obtains replacements, sets them in position and assembles pump. Tests reassembled or repaired unit for pressure, leakage etc., makes necessary adjustment and observes performance for appropriate yield of air, oil or water. May erect and install pumps at site and connect to motor power. May locate faults to electric system motor repaired such as rewinding of field coils or armatures by Electrician or Armature Winder. May specialize in repairing centrifugal or reciprocating pumps",NA,NA
7,7233,Agricultural and Industrial Machinery Mechanics and Repairers,c_7233.1301,Plumber (Pumps and E/M Mechanic),"Plumber (Pumps and E/M Mechanic) is responsible for installation and repair of Pumps and E/M equipment used for different plumbing applications of housing, commercial and institutional setups.",PSC/Q0111,4
7,7233,Agricultural and Industrial Machinery Mechanics and Repairers,c_7233.1400,"Mechanic, Dairy Maintenance","Mechanic, Dairy Maintenance repairs and services dairy equipment to maintain them in working condition. Repairs and services bottle and can-washers, soakers, butter and cheese packing and sealing equipment, pasteurizers milk evaporators, etc. replaces defective wiring, burnt fuses, worn switches and connects electric motors. Repairs and installs pumps, fits water and gas pipes and repairs leaky joints by general fitting operation, using hand tools or by simple welding, as necessary. May clean and re-assemble refrigeration units, regulate boiler supply pressure and mend leaky steam pipes and joints by simple welding",NA,NA
7,7233,Agricultural and Industrial Machinery Mechanics and Repairers,c_7233.1500,"Mechanic, Mining Machinery","Mechanic, Mining Machinery repairs services and overhauls drilling, scraping, cutting, winding, hoisting and other mining machinery for correct performance. Get, defective machine or equipment removed from surface or underground working place to repair section, using slippers, roller, hoists etc. as necessary. Examines faulty equipment to ascertain nature and location of defects. Dismantles equipment partly or completely to remove damaged and worn out parts. Repairs parts by various mechanical processes such as remetalling, filing, chipping, scrapping, grinding etc. or obtains replacements. Assembles parts, doing supplementary tooling as necessary and ensures correct fit, movement, clearance, adjustments, functional operations etc. as specified. Tests reassembled equipment making necessary adjustments for optimum performance. Checks, adjusts and lubricates equipment periodically or gets it done and performs other tasks to keep equipment in good working order. May undertake minor repairs at working place. May weld, braze or solder parts",NA,NA
7,7233,Agricultural and Industrial Machinery Mechanics and Repairers,c_7233.1600,"Mechanic, Textile Machinery","Mechanic, Textile Machinery repairs services and overhauls weaving, spinning, hosiery and other textile machines and equipment to maintain them in working order and ensure correct performance. Examines equipment to locate defects. Dismantles equipment partly or completely according to nature of defects and removes damaged or worn out parts. Repairs defective parts, if possible, by various mechanical processes such as remetalling, riveting, filing, grinding, scraping etc. or obtains replacements. Assembles parts doing supplementary tooling as required to ensure accuracy of fit and specified functions. Tests reassembled equipment and makes necessary adjustments for required performance. Checks, adjusts and lubricates equipment periodically or gets it done and performs such other tasks to keep machinery in good working order. May keep record of parts examined and equipment performance. May weld, braze and solder parts. May erect and install textile machinery and equipment. May operate lathes, milling and smoothening machines and perform general fitting work. May specialize in particular type of textile machinery such as carding, spinning, weaving, sizing etc.",NA,NA
7,7233,Agricultural and Industrial Machinery Mechanics and Repairers,c_7233.1700,"Mechanic, Printing Machinery","Mechanic, Printing Machinery repairs,
 services and overhauls printing machinery
 such as linotype, monotype, rotary, letter
 press etc. for efficient performance.
 Examines faulty equipment to ascertain
 nature and location of defects. Dismantles
 equipment partly or completely to
 remove damaged or worn out parts using
 hand tools, hoist etc. as necessary.
 Repairs parts by filing, grinding etc. or
 obtaining replacement. Assemble parts,
 doing supplementary tooling such as filing, drilling, grinding etc. as necessary
 and ensures accuracy of fit. Operates and
 tests reassembled machine, makes
 necessary adjustments and ensured that
 types are uniform and it is running to
 specified accuracy. Checks, adjusts and
 lubricates equipment periodically or gets
 it done and performs other tasks to keep
 it in good working condition. Ensures that
 lead casting chamber, type casting unit
 and plunger mechanism of unit are
 functioning properly to cast type of
 required specification. May remove heavy
 machines and machine units from
 assembly line using hoisting equipment
 for heavy repair. May operate printing
 machines on job work. May specialize in
 servicing particular type of printing
 machines such as mono-casting, line
 casting, rotary press, treadles, binding
 machines etc. May keep record of parts
 examined and equipment performance.
 May be designated according to machine
 on which engaged such as MONOTYPE,
 LINOTYPE, INTER-TYPE, LITHO-BINDRY
 MACHINE",NA,NA
7,7233,Agricultural and Industrial Machinery Mechanics and Repairers,c_7233.1800,"Mechanic, Sewing Machine","Mechanic Sewing Machine; Sewing Machine, Repairman examines, adjusts repairs and services sewing machines for proper performance. Examines faulty machines to ascertain nature and location of defects. Dismantles machine partly or completely to remove damaged and worn out parts. Repairs defective parts or obtains replacements. Assembles parts and tests machine for desired performance by making necessary adjustments of position of screws, nuts, levers, needle bar, rockers, etc. Stitches, trial piece of cloth and makes further adjustments, if necessary. Cleans and oils machine periodically for smooth performance. May specialize in overhauling and repairing domestic and power driven commercial and industrial sewing machines. May visit residences or premises to repair domestic sewing machines at spot.",AMH/Q1901,5
7,7233,Agricultural and Industrial Machinery Mechanics and Repairers,c_7233.1900,"Lamp Repairman, Mines","Lamp Repairman, Mines Lamp Cleaner/Mines; Lamp Fitter, repairs, tests, cleans and changes safety lamp used underground by miners. Checks safety lamp parts such as gauge, chimney, glass, wick, asbestos washer and fuse, head ring, cables, etc., in case of electric safety lamp for defects. Repairs or replaces parts and tests lighted lamp for safety by blowing round top and bottom of gauge and glass to ensure that flame is not exposed. Cleans safety lamps by holding them against felt lined rotating wheel, adds chemicals and changes small batteries after each shift. Issues lamps locked and lighted to miners and receives them back on return. May keep record of number of men underground by number of lamps
 issued.",NA,NA
