division,isco_08_code,isco_08_title,occupation_code,occupation_name,occupation_description,qualification_pack_reference,nswf_level
8,8182,Steam-Engine and Boiler Operators,c_8182.0300,"Boiler, Fireman","Boiler Fireman; Fireman, Steam shovels coal into boiler to generate steam of required pressure. Lights boiler by throwing lighted cotton waste into boiler furnace and supplying air into chamber for easy combustion of coal. Shovels coal into fire chamber of boiler and spreads it evenly on surface for maximum combustion and utilisation of heat to generate steam. Pokes or rakes burning coal with metal rod to drop burnt cinder and ash on floor and to break lumps of coal to ensure maximum use of coal in chamber and maintain uniform heat. Ensures that water supply to boiler is constant and at prescribed level. Checks temperature and pressure of steam by reading gauges and adjusts steam pressure by regulating feed of coal and water to boiler. Lubricates moving parts. Maintains record of supply of coal to boiler etc. May collect, carry and dump ash at control point. May use bagasse instead of coal specially in sugar factories. May clean water tubes and dismantle boiler for repairs.",NA,NA
8,8182,Steam-Engine and Boiler Operators,c_8182.0400,Boiler House Operatives,"Boiler House Operatives perform number of routine and low skilled tasks in operating boilers such as breaking coal to required size by hand, picking out shells and stones from coal, looking after automatic disposal of ash from boiler hopper and removing ash and cinder discharge from boiler, cleaning and scrapping off scales from boiler, operating and undertaking maintenance of boiler feed pumps, operating boiler draught fans, operating conveyors for supply of coal to storage bunkers of boilers, looking after performance of deaerator in order to remove dissolved gases from boiler feed water etc., and are designated as Coal Trimmer, Ash Mazdoor, Ash Khalasi, Boiler Khalasi, Coal Conveyor Attendant etc., according to nature of work performed.",NA,NA
8,8182,Steam-Engine and Boiler Operators,c_8182.0500,"Serang, Engine Room/Engine Bosun","Serang, Engine Room controls and directs work of engine room crew on board ship. Allocates duties to engine room crew; and ensures that engine room, floor plates and paint work have been properly cleaned, and spares are properly greased and stored; supervises work of Tindal, Engine Room; Stoker, Ship; assists ships' engineers in maintenance work and supervises cleaning of boilers, washing of tank tops, chipping and scrapping in engine-room etc.; maintains discipline amongst engine room crew. May perform duties of Tindal or Stoker in emergency or when required.",NA,NA
8,8182,Steam-Engine and Boiler Operators,c_8182.0600,"Tindal, Engine Room","Tindal, Engine Room supervises work of engine room crew under instructions from Serang, Engine-room. Assists ships' engineers in looking after satisfactory functioning of boilers; stands watch in engine-room, supervises firing of boilers and sees that water level of boilers is maintained correctly. May work with engine-room crew in cleaning boilers, paintings, chipping etc.; may assist engineers in overhauling and maintenance of machinery, engines and boilers; may perform duties of Serang in his absence.",NA,NA
8,8182,Steam-Engine and Boiler Operators,c_8182.0800,"Fireman, Locomotive","Fireman, Locomotive; Fireman, Railway Engine (Steam) fires and operates steam locomotive boiler by stocking coal into it to maintain required steam pressure. Checks safety plugs of fire-box, moving parts of engine and supply of water and coal before commencement of journey. Stokes coal judiciously into firebox of boiler to maintain constant fire for generating steam and keeps coal consumption within prescribed limits. Assists Engine Driver in observing signals and other instructions. Oils and cleans engine parts, fills water tank en route with water at water columns and maintains required water level in boiler. Ensures correct operation of Engine lubricator and raking of fire at waiting stations when engine takes water. Is designated as FIRST FIREMAN or SECOND FIREMAN according to degree of responsibilities and tasks performed and as FIREMAN LOCO SHED if engaged in storing prescribed quantity of coal, water etc., in engine and preparing it for journey by firing boiler to required steam pressure.",NA,NA
8,8182,Steam-Engine and Boiler Operators,c_8182.9900,"Ships’ Engine Room Ratings, Other","Ships' Engine Room Ratings, Other include all other Ratings engaged in various operations in ship's engine room, not elsewhere classified.",NA,NA
8,8183,"Packing, Bottling and Labelling Machine Operators.",c_8183.0100,"Building Insulator, Machine","Building Insulator, Machine blows and packs insulating material, such as mineral wool, shredded cork or asbestos with power driven machine into cavities between walls, floors and ceilings in buildings. Carries hose nozzle to working position. Inserts hose nozzle into openings in floors, walls or ceilings and gets blower started to release compressed air which blows insulation material through hose into them. Directs hose nozzle to distribute insulating material as specified. May insulate open spaces, such as cupboards, walls or attic, roofs by nailing sheets of insulating material to studs or
 rafters.",NA,NA
8,8189,Stationary Plant and Machine Operators Not Elsewhere Classified,c_8189.0100,"Gem Grinder, Machine","Gem Grinder, Machine grinds precious stones to required shape and size by machine. Fixes roughly shaped stone, after sawing or cleaning, in dop (metal device to hold stone) with shellac. Fixes dop in machine spindle and positions it in centre. Places other stone in another dop and fixes it in hand-rod. Starts machine and presses hand-rod with stone against revolving stone in spindle to rough out uneven surfaces. Checks stone frequently while grinding with magnifying glass and grinds it to required shape and size. Uses different types of dop according to shape required. Is designated as DIAMOND CUTTER or DIAMOND GRINDER if engaged in grinding diamond. May use electrically operated disc type grinding wheel for grinding stones.",NA,NA
8,8189,Stationary Plant and Machine Operators Not Elsewhere Classified,c_8189.0200,"Gem Polisher, Machine","Gem Polisher, Machine polishes top portion and gives facets to stone. Fixes stone to be polished in dop with shellac. Sets dop in tank (wooden rectangular device to hold dop) or holds dop in special type of clamp. Starts machine, applies diamond powder to revolving steel disc and holds tank or clamp on it to press and polish stone to required finish. Checks stone frequently with magnifying glass while polishing to ensure required finish. May wash polished stone in caustic soda solution or keep it in lemon juice for prescribed period to brighten it.",NA,NA
8,8189,Stationary Plant and Machine Operators Not Elsewhere Classified,c_8189.0301,CAM Machine Operator,"CAM Machine Operator interprets the three-dimensional (3D) jewellery design, feeds design parameters in the CAM machine and produces resin based prototypes. The model prototype serves as a sample for manufacturing jewellery or components.",G&J/Q2404,4
8,8189,Stationary Plant and Machine Operators Not Elsewhere Classified,c_8189.0401,Laser Sawing Machine Operator,"Laser Sawing Machine Operator needs to
 cut the rough diamond along the marking
 by fixing it on a dop or cassette or holder,
 then slicing it using the laser machine. A
 Laser Sawing Operator is responsible for
 delivering perfect cut roughs in the
 stipulated time, while minimizing weight
 loss and breakage.",G&J/Q4404,5
8,8189,Stationary Plant and Machine Operators Not Elsewhere Classified,c_8189.0405,Blade Sawyer,"Blade Sawyer needs to cut the rough
 diamond along the marking by fixing it on
 to a dop or pot, then slicing it using the
 blade sawing machine. A blade Sawing
 Operator is responsible for delivering
 perfect cut roughs in the stipulated time,
 while minimizing weight loss and
 breakage.",G&J/Q4404,5
8,8189,Stationary Plant and Machine Operators Not Elsewhere Classified,c_8189.0501,Casting Machine Operator,"Casting Machine Operator converts wax models to jewellery pieces through investment casting process. The individual invests the flask and then operates semi to fully-automated machines to pour and regulate the flow of molten precious metal into cavities created by melted wax, to produce cast jewellery pieces on mass scale.",G&J/Q2808,4
8,8189,Stationary Plant and Machine Operators Not Elsewhere Classified,c_8189.0601,Symmetry Analyser Machine Operator,"Symmetry Analyser Machine Operator uses the symmetry analyser machine (e.g. Helium Polish, Sarin Dimension), computer and a printer to generate a report containing all the details of a diamond’s cut which include crown angles, table percentage, facet angles, crown height percentage, girdle thickness percentage, pavilion depth percentage, etc. which help a polisher to check the dimensions and repair.",G&J/Q4707,3
8,8189,Stationary Plant and Machine Operators Not Elsewhere Classified,c_8189.0701,Pantograph Machine Operator,"Pantograph Machine Operator; Machine Engraver operates pantograph machine for engraving letters and designs on metal surfaces or object with rotary cutters by copying template (pattern). Cleans object to be engraved using soap water or other cleaning substance and clamps it in position under cutting tool of machine. Fastens required type of pattern or design in position under tracing arm of machine. Adjusts length of tracing arm of machine to scale, depending on size of engraving desired on object. Starts machine and manipulates tracing arm by hand in order of sequence to draw tracing point or styles over pattern or design for simultaneous reproduction of engraving or cutting by cutting tool on object according to set scale. Stops machine when pattern is traced and fully engraved. Removes engraved piece from table and cleans surface. May do minor repairs to machine.",G&J/Q4202,4
8,8211,Mechanical Machinery Assemblers,c_8211.0100,"Assembler, Workshop Machine and Equipment","Assembler, Workshop Machines and Equipment assembles finished mechanical components to form specific unit or machine such as lathe, grinder, milling machine, pump etc. using hand tools and machines. Studies drawing or sketch for fitting and assembly details. Places different finished metal components of machines like frames, cross members, bearings, bottom and top plates, etc. on floor and assembles them together in prescribed sequence, using nuts, bolts etc. Carries out further tooling, if necessary while assembling. Fits different parts together to form complete unit or part of unit. Checks during assembly stages for accuracy of fitting and to correspond to specifications. Finishes fitting and files off edges or ends of parts where necessary using hand files, chisels etc. Tests either finished main assembly or sub assembly parts for specified performance and makes necessary adjustment to parts using hand tools. May install assembled units at site or in factories for actual running. May repair and overhaul machines.",NA,NA
8,8211,Mechanical Machinery Assemblers,c_8211.0101,Mechanical Sub-Assembly Technician,"Mechanical Sub-Assembly Technician assembles together the mechanical subsystems. The individual at work is responsible for assembling mechanical modules from moulded, welded or forged components to produce the final mechanical sub assembly of the product.",ELE/Q6304,4
8,8211,Mechanical Machinery Assemblers,c_8211.0200,Assembler Printing Machinery,"Assembler, Printing Machinery assembles and fits parts of printing machinery according to maker's specifications and erection manual. Studies drawings and other specifications and consults erection manual. Examines foundation as per drawing for correct assembly and erection and gets alterations done, if necessary. Makes arrangements for proper cleaning of different parts of machine and checks them for flaws and accuracy of fit, using gauges, micrometres and other measuring instruments. Assembles parts step by step according to instructions, if necessary by further tooling using power and hand tools and checks for rigidity, proper fit and required functions. Synchronises movements of corresponding parts and
 adjusts them to ensure stipulated
 performance. Tests assembled unit for
 operational efficiency and makes
 adjustments where necessary. May drill
 holes, mark metal and perform other
 fitting operations, if necessary. May set
 necessary devices in assembled unit to
 suit customer's needs.",NA,NA
8,8211,Mechanical Machinery Assemblers,c_8211.0300,"Assembler, Textile Machinery","Assembler, Textile Machinery assembles textile machines from finished components as member of team. Studies drawings and collects details of assembly to be made. Collects or gathers frame, structure parts, sub-assemblies etc. from stores or nearby fixed points. Erects side frames and fits cross frames and other joints. Assembles various other machine parts of components to main frame, if necessary by further tooling, using nuts, bolts, rivets, etc. in order of sequence. Ensures that stage assembly is accurate and conforms to prescribed standards. Fits up assembly parts like gear wheels, bottom rails, shaft assembly etc. as detailed. Fastens or secures various parts and components like slide arm fitting, levers, slides, cams, springs, chain pulleys, brackets etc. to position using screws, nuts, bolts, rivets and other devices. Ensures that parts assembled are set to proper level. Finishes or smoothens surfaces by scraping, filing, chiselling or even welding. Makes punch marks or marks symbols on different assembled parts for assembly of machine at site of factory. Tests performance of assembled machine by manipulating levers, gears, etc. to ensure accurate and prescribed performance. Dismantles assembled machine for packing according to markings. May erect machine at premises or factory. May overhaul and repair textile machinery. May give electrical or power supply to machine. May work on sub assembly line and assemble sub units or parts on work bench.",NA,NA
8,8211,Mechanical Machinery Assemblers,c_8211.0400,"Assembler, Refrigerator and Air Conditioning Unit","Assembler, Refrigerator and AirConditioning Unit assembles and installs refrigerator and air-conditioning units by connecting pipes, insulating, lagging, connecting compressor, etc. and ensures attainment of desired temperature. Assembles frame or body of refrigeration or air-conditioning equipment by tightening respective parts with nuts, bolts, rivets, hinges, etc. Insulates frame and tank with insulating material such as glass wool, cork, etc. fabricates evaporator coils to required size and shape depending on type and nature of air-conditioning unit handled. Fits various controls and accessories like expansion valve and refrigerant controls as detailed. Connects copper or iron pipes to different units of segments and charges refrigerator with gas or liquid as freezing medium. Ensures conformity with specifications and prescribed performance of assembled unit. Installs assembled unit at premises and gives power connection to unit by fitting necessary gadgets and adjusting various controls to suit required freezing or cooling temperature. May repair and overhaul air-conditioning and refrigerator equipment. May install commercial airconditioning equipment to premises and rooms and make necessary changes to
 buildings to ensure air tightness.",NA,NA
8,8211,Mechanical Machinery Assemblers,c_8211.0500,"Assembler, Stationary Petrol Engine","Assembler, Stationary Petrol Engine assembles stationary petrol engine with finished components, tunes engine and tests performance. Checks condition and cleaning of various engine parts such as crankshaft, camshaft, connecting rod, pistons, tappets, valves, valve guides, spring etc. and measures appropriate parts to assess serviceability, reconditioning or replacement as necessary. Scrapes bearings, grinds valves, files piston rings, assembles pistons with connecting rods and fits camshaft, crankshaft, fly wheel, cylinder block, piston assemblies, valves etc. according to design in order of sequence using hoisting device, stand, special tools and other implements ensuring necessary movement and clearances as specified. Sets valve timing, meshes timing wheels on cam and crankshafts and fastens cylinder head with gasket on cylinder block. Assembles and fits fuel pumps lubrication and fuel pipes, sparking plugs etc. Fits distributor according to ignition timing and makes electrical connections with battery, ignition coil, plugs cut out, etc. Fits radiator, fan pulleys, water pump, etc. Sets tappets and starts engine. Tunes engine and runs it for prescribed number of hours. May test engine horse power, solder nipples, anneal pipes etc. May suggest alterations in fittings.",NA,NA
8,8211,Mechanical Machinery Assemblers,c_8211.0600,"Assembler, Stationary Diesel Engine","Assembler, Stationary Diesel Engine assembles stationary diesel engine from finished components, makes adjustments, sets alignments, clearances etc. and ensures stipulated performance. Places diesel engine block on jig or other fixture using hoisting equipment. Fits or assembles various parts to engine block such as crank shaft, cam shaft, main bearing, connecting rods, timing gears pistons, fuel pump, atomiser, automatic timing mechanism, exhaust manifold suspension, etc. using spanners, wrenches, screw drivers and other special tools and devices. Collects various parts like nuts, bolts, washers etc. from nearby bins and fits or screws them to cylinder head. Checks assembled units or parts at every stage for prescribed accuracy, alignment, tolerance etc. using special tools. Records part number fitted or assembled to engine block and notes factual details or position regarding clearances, adjustments etc. made. Assembles other sub-assemblies like starter, alternator timing chain, heater assembly switch, radiator etc. Places assembled engine at central places for engine test. May conduct engine test on dynamo meter and note actual tuning conditions and make necessary adjustments. May overhaul and repair engines or other components.",NA,NA
8,8211,Mechanical Machinery Assemblers,c_8211.0700,"Assembler, Tractor","Assembler, Tractor assembles tractors and other earth moving equipment from finished components and parts. Collects or places at fixed points different component parts, sub-assemblies etc. required for assembling. Lifts by hand or by hoisting equipment different frames, (upper and lower) body and other parts. Fits parts together in set order using nuts, bolts, rivets etc. and with necessary wrenches, spanners and other special tools. Checks at every stage assembled parts for movement, performance etc. Attaches various mechanical parts such as brakes, steering assembly, fuel system, propulsion equipment, etc. Sets required parts in machine for proper seating and alignment. Sets alignments and adjusts required clearances. Mounts engine to vehicle giving necessary engine bed mountings and tightening with nuts and bolts. tests performance of engine and other mechanical equipment at stationary position. May drive vehicles outside and test performance. May repair and overhaul engines and other equipment. Is designated as ASSEMBLER AGRICULTURAL MACHINERY if engaged in assembling chaff cutter, husking, machine, ploughing machine and such other agricultural machines. May overhaul and set atomiser for fuel spray into engine combustion chamber.",NA,NA
8,8211,Mechanical Machinery Assemblers,c_8211.0800,"Assembler, Turbine and Steam Engine","Assembler, Turbine and Steam Engine assembles turbine and steam engine from finished components by further tooling. Examines drawings and specifications. Checks parts and components to rectify faults if any and ensures accuracy. Checks alignments, scrapes bearing, examines and cleans parts, (openings) fits rotors blades, nozzles, injectors, super heaters valves, crankshaft, piston assemblies with connecting rods, steam chest covers etc. as appropriate for turbine or steam engine by further tooling as necessary. Sets glands and packing while fitting to prevent leakage of steam. Checks condenser and fits steam pipes according to drawing and insulates them by lagging to prevent loss of heat. Fits lubrication pipes and sets them to order. Adjusts valves, clearance etc. as prescribed. Sets timing and couples the turbine with alternator or steam engine with generator. Adjusts governor, starts turbine or steam engine as appropriate and balance them for power generation. May drill holes, check and adjust boiler fittings etc. if necessary.",NA,NA
8,8211,Mechanical Machinery Assemblers,c_8211.0900,Assembler Loco Engines,"Assembler, Loco Engine; Erector, Locomotive; Fitter Loco Erection assembles tender and local engine from finished components by further tooling according to specifications. Sets frame of locomotive at level by manipulating jack and using spirit level for correct alignment. Aligns cylinder back cover, fits guide bearer to frame and marks alignment for necessary machining. Assembles and fits slide bars of locomotives by reaming, drilling, grinding, etc., ensuring specified measurements using micrometres, callipers, etc. Aligns
 wheels, and gets engine and boiler lifted
 on frame. Fits wheels and expansion shoe
 according to alignment of boiler with
 frame. Fits ash-pan to boiler, drills saddle
 bolt and reams reversing screws stand of
 frame. Fits cab platform ejector,
 lubricator, injector etc. to boiler.
 Assemble cab with engine according to
 specifications. Fits side rods and other
 motion parts of locomotive and sends it
 for blow through. Couples motion parts,
 fits valves, front cover of cylinder and
 steam chest permanently. Fits operating
 and sanding gear and sends locomotive
 for testing. Rectifies erection defects
 according to test reports and assembles
 tender with locomotive.",NA,NA
8,8211,Mechanical Machinery Assemblers,c_8211.1000,"Erector, Machine and Equipment","Erector, Machines and Equipment installs, erects and changes lay out of machines and equipment in mills, factories, workshops etc. according to instructions or specifications. Studies drawings and lay out sketches of machines or equipment to be erected. Calculates available floor area in relation to dimension of machines, working space required etc. and marks areas on floor for foundations of machines. Guides construction of foundations and setting of foundation bolts and fixtures according to type of machines to be installed and allows foundations to dry up and settle for required number of days. Places base or holding device of machines through foundation bolts or on fixture one by one, using lifting equipment and aligns and levels them with spirit level. Fastens or secures machines tightly to foundation bolts or fixtures and rechecks alignment and levelling to ensure correctness. Makes adjustment if necessary and gets grouting of foundations done. Allows grouting to dry up and adjust position of different parts of machine for efficient operation. Gives necessary power supply to machine or connects machine to line shaft. May run machine and observe performance. May assemble, repair and overhaul machines. May specialize in erecting particular type of machine or equipment such as printing machine, lathe, pneumatic hammer, grinder, pumps, etc.",NA,NA
8,8211,Mechanical Machinery Assemblers,c_8211.1100,"Assembler, Continuity","Assembler, Continuity assembles specific finished parts, needing no further tooling to form component or unit in proper sequence as member of team usually on mechanical conveyor. Sits as member of team on either side of moving conveyor or like arrangement carrying components or units for further assembly. Keeps tools and required components for assembly handy, close to conveyor line. Collects incoming part or unit from conveyor line, fits allotted component to it using hand or power tools as designed. Checks whether assembled and completed unit conforms to specified standards using simple tools, gauges, measuring instruments, etc. Places assembled unit, article or material on moving conveyor to be carried forward for further assembly or otherwise. May mark article with trademark or symbols using stampings. May keep account of work attended to or assembled. May back and label articles. May assemble domestic appliances, office equipment, commercial
 goods, machine parts etc. and be
 designated accordingly.",NA,NA
8,8211,Mechanical Machinery Assemblers,c_8211.1200,"Assembler, Automobile","Assembler (Automobile) assembles different parts and units of automobile, installs them on frame and makes necessary connections, adjustment, settings etc. according to specifications. Assembles engine, gear box, front and rear axles etc. individually according to specifications and ensures their stipulated performance. Places body frames, side members, supporting frames etc. in special jigs and secures them tightly by fixing bolts and nuts to different parts. Assists Spot Welder to spot weld body frame. Fits front and rear axle to body and tightens with nuts and bolts. Collects various components and parts from subassembly or from nearby bins and fits them to body or chassis as appropriate. Lifts assembled engine manually or using hoisting equipment carefully, places it over engine frame of chassis and secures it in position with bolts and nuts. Fits clutch, gear box propeller shaft, etc. and makes necessary settings and adjustments. Gathers such parts like radiator, alternator, water pump, hydraulic/vacuum brakes etc. from nearby sub-assembly line and fits them to vehicle. Makes necessary adjustments, connections and alterations to fittings as directed. Checks for wheel alignment using special equipment and makes necessary adjustments to brakes. Delivers assembled vehicle to trim line for fitting of upholstery, door and window glasses, door locks and other fittings. Lubricates various moving parts of vehicle with grease or oil. May assemble only engine, gear boxes, axles, hydraulic brake system etc. in sub-assembly line and be designated accordingly.",NA,NA
8,8211,Mechanical Machinery Assemblers,c_8211.1201,Vehicle Assembly Fitter,"Vehicle Assembly Fitter operates a variety of machine tools to assemble mechanical and electrical components for two wheelers, four wheelers and large commercial vehicles. A Vehicle Assembly fitter is one who is skilled in operating machine tools for conducting assembly operations as per the required vehicle assembly norms. Assembly of components includes engines, transmission components, electrical and electronic circuits and components, dashboards, seating systems, wheels, doors etc. at the required locations and as per required vehicle type/batch",ASC/Q3601,4
8,8211,Mechanical Machinery Assemblers,c_8211.1202,Fitter-Mechanical Assembly,"Fitter-Mechanical Assembly marks out the material for the features to be produced, and then use hand tools, portable power tools, manually operated machine tools
 and shaping, fitting and assembly
 techniques appropriate to the operations
 being performed. The candidate will be
 expected to check the quality of the
 workpiece, using measuring equipment.",CSC/Q0304,3
8,8211,Mechanical Machinery Assemblers,c_8211.1300,"Assembler, Motor Cycle","Assembler (Motor Cycle); Assembler Fitter, (Motor Cycle) assembles motor cycle, auto-rickshaw, scooter, etc. from finished components, makes necessary settings and adjustment and ensures their correct performance. Keeps various assembly parts in convenient bins near work table. Assembles motor cycle or scooter engine form various parts such as piston, crank shaft, valves, tappets etc. by necessary tooling, settings and adjustments and fits it securely with bolts and nuts on machine frame ensuring correct balancing and alignment. Fits parts and components in prescribed order of sequence and assembles various units like gear mechanism, clutch, kick starter, etc. Makes necessary checks and adjustments to fittings and to assembled units at every stage using gauges, callipers and other devices and ensures that fittings conform to prescribed specifications. Gives various mechanical and electrical connections like driving chain, control cable, control levers, switches to handlebar, magneto cables, oil levels etc. to machine. Starts engine, runs it on idle test and rectifies any defects to engine, clutch, gear box etc. noticed. Rejects defective parts and replaces them with new ones. Rectifies defects indicated on road test by further settings and adjustments as necessary. Lubricates all moving parts and points with grease gun. May work on batch or line assembly and assemble various units like frame building fork assembly, wheel building, brake assembly, clutch assembly, fuel tank fitting etc. May drive motor cycle on road to test for efficiency.",NA,NA
8,8211,Mechanical Machinery Assemblers,c_8211.1400,"Assembler, Frame, Aircraft","Assembler Frame, Aircraft fits and assembles components of aircraft frame in jig. Studies drawings and selects parts according to specifications. Marks, trims, chamfers parts and assembles airframe components in jig, doing supplementary tooling where necessary. Checks alignment, assembly fits, clearance, etc. using appropriate devices and precision instruments and ensures correct setting, Secures members temporarily with fasteners or by tack holding and marks locations for rivet holes. Drills, reams and countersinks holes in members for subsequent riveting. May replace, repair and modify passenger galley and toilet structural parts. May check fuselage for structural weakness and make necessary repairs and modifications. May check pressure seal for sealing aircraft cabins from leaks. May operate drilling, grinding and other workshop machines and replace or repair airframe parts.",NA,NA
8,8212,"Electrical and Electronic
 Equipment Assemblers",c_8212.0100,Battery Assembler,"Battery Assembler assembles various components to make complete storage batteries. Assembles negative and positive plates of cell with wood or fibre separators in between each pair of plates to form cell unit. Fits assembled cellplates in cell and covers each cell with lid. Places cell units in position in battery casing and connects them by soldering their terminals with lead rod. Fits lead caps over terminals, marks terminals with respective polarity signs and seals top of assembled battery with molten pitch. May fill assembled battery.",NA,NA
8,8212,"Electrical and Electronic
 Equipment Assemblers",c_8212.0200,Assembler Dry Cell (Battery Manufacturing),"Assembler Dry Cell (Battery Manufacturing) assembles various components to make dry cells used in flash lights, radios, telephones, etc., Obtains various components such as empty zinc containers, moulded carbon electrodes, chemical paste, card board washers, metal caps for carbon rods, etc. for making cells. Sets positive carbon rod centrally in zinc container and fills container with prescribed quantity of chemical paste with spoons. Allows paste to solidify and fits card board washer through sticking carbon road on open end of container. Fits metal cap on carbon rod and seals container top with plaster. Slips paper covering over cell prepared. May pack dry cells in packets. May operate automatic machines to assemble dry cells.",NA,NA
8,8212,"Electrical and Electronic
 Equipment Assemblers",c_8212.0300,Battery Repairer,"Battery Repairer repairs used and defective storage batteries. Checks voltage, condition of container, sealing, terminals etc. of battery and determines specific gravity of electrolyte (battery solution) with hydrometer to ascertain further serviceability. Charges electrolyte solution or brings it up to required specific gravity by addition of acid or distilled water as necessary for further service by charging, if possible. Empties all acid from used up battery, melts and removes sealing pitch with gas torch, cuts off connecting rods of cells with hacksaw and removes battery plates from container. Examines condition of cell plates, separators etc. and replaces defective parts. Reassembles battery by fitting new cell plates in position and pours hot pitch to seal cells within case. Connections cell with new lead rods and solders extreme
 ends with positive and negative terminals
 as designed. Pours appropriate quantity of
 requisite strength in cells to submerge
 battery plates and gets battery put on
 charge. May charge the battery on electric
 a charging equipment.",NA,NA
8,8212,"Electrical and Electronic
 Equipment Assemblers",c_8212.0400,"Assembler, Electrical Accessories","Assembler, Electrical Accessories assembles mechanical parts of electrical equipment, such as light sockets, switches, terminal boards, and plugging devices: Fits together parts, such as socket bases, shafts, contact fingers, and springs, in specified sequence, using fixtures, screwdrivers, and air nut runners. Tests actions of moving parts and listens for unusual sounds to detect defective parts for faulty operation. Verifies completed assembly against pictorial drawings.",NA,NA
8,8212,"Electrical and Electronic
 Equipment Assemblers",c_8212.0401,"Cutting, Crimping and Connector Assembly Operator","Cutting, Crimping and Connector Assembly Operator is responsible for cutting wire or manually or using machine, crimping wire and assembling wire into the housing. The individual at work operates the cutting machine, crimping machine and manually cuts wire and completes connector assembly. The individual is also responsible for checking quality of connector assembly.",ELE/Q0115,3
8,8212,"Electrical and Electronic
 Equipment Assemblers",c_8212.0402,Electrical Assembly Operator,Electrical Assembly Operator is responsible for make electrical connections of control panel assembly. The individual at work mounts and installs and connects internal electronic modules devices and components on the control panel.,ELE/Q7306,3
8,8212,"Electrical and Electronic
 Equipment Assemblers",c_8212.0500,Electric-Motor Winder,"Electric Motor Winder assembles and tests electric motor and generator stators, armatures, or rotors: Inspects cores for defects and aligns laminations, using hammer and drift. Files burrs from core slots, using hand file, portable power file, and scraper. Lines slots with sheet
 insulation and inserts coils into slots. Cuts,
 strips, and bends wire leads at ends of
 coils, using pliers and wire scrapers. Twists
 leads together to connect coils. Taps coil
 and end windings to shape, using hammer
 and fibre block. Tests windings for motorhousing clearance, grounds, and short
 circuits, using clearance gauge, growler,
 spring-steel blade, telephone receiver,
 insulation tester, and resistance bridge.
 Winds new coils on armatures, stators, or
 rotors of used motors and generators.
 May rewind defective coils.",NA,NA
8,8212,"Electrical and Electronic
 Equipment Assemblers",c_8212.0600,"Calibrator, Electrical","Calibrator, Electrical assembles parts of electrical apparatus such as coils, condensers, etc., to determine capacity for passing current. Selects electrical wire of prescribed or required resistance and makes coils of specified number of turns of length in coil winding machine. Dries coils in annealing chamber for required period. Dips coil in paraffin wax bath to make it water proof. Solders specified length of copper wire to two terminals of coil using electric soldering iron. Measures resistance capacity of coil by connecting leads of coils to meter (galvanometer). Switches on and allows current to pass through. Notes reading on meter and ensures that it remains within permissible limits. Calibrates coils to prescribed scale by soldering copper wire of varied lengths and observing readings. Fits calibrated coil to switch boxes and gives connection to contact points. May fit and assemble precision instruments.",NA,NA
8,8212,"Electrical and Electronic
 Equipment Assemblers",c_8212.0700,Assembler Precision Instrument,"Assembler Precision Instrument fits and assembles finished mechanical parts of precision instruments such as binoculars, microscope level, cameras, gauges etc. according to drawings by further tooling, if necessary. Checks finished components with micrometre, Vernier, slip gauges and other precision measuring instruments and devices and assembles them step by step in proper sequences according to drawing using spanners, screw-driver, adopters and other hand tools. Fits lenses and metal or wooden accessories like stand (tripod), holders, boxes etc. as specified. Checks whether assembled units conform to specifications, replaces faulty units or components and ensures stipulated performance and sensitivity by standard tests. May repair precision instruments. May perform minor machine operations on instrument makers' lathe or drilling machine. May be designated according to type of instrument assembled.",NA,NA
8,8212,"Electrical and Electronic
 Equipment Assemblers",c_8212.0800,Assembly Operator (Telephone Equipment Manufacturing),"Assembly Operator (Telephone and Telegraph Equipment Manufacturing.) assembles finished components of telephones, switches, relays, etc. in order of sequence, usually working on conveyor
 belt system, into sub and final assemblies
 by soldering, screwing, painting and other
 minor machine operations to form
 complete unit. Feeds Bakelite case to
 conveyor belt, fixes cards to dial and puts
 cap line screws on key plate. Prepares,
 checks and fixes ringer coils, magnetizes
 magnet road, assembles bell hammer and
 base plate, fits butter fly bracket and
 cradle switch, inserts plunger pastes,
 diagram and performs other tests to make
 sub-assemblies by screwing, soldering,
 minor machine operations and setting
 parts together. Assembles and links
 terminals, fixes ringer assembly, induction
 coil, condenser and dial block to base
 plate and wires and solders tag block. Sets
 tag block to base plate. Connects
 induction coil, condenser, ringer and dial
 block, wires spring combination, fits
 gauges, adjusts bell hammer and performs
 other tasks as necessary. Fixes receiver,
 card, etc. and makes necessary fittings,
 adjustments and electrical connection to
 form complete unit. May work at different
 stages of assembly.",NA,NA
